rep,ID,eta_V_simulated,eta_Cl_simulated,split,color,filter
4,6,0.187936,0.159886,All,#4682B4,0
5,6,0.182913,0.0311152,All,#4682B4,0
6,6,0.282829,0.124562,All,#4682B4,0
7,6,0.412557,0.120233,All,#4682B4,0
8,6,0.234943,0.118616,All,#4682B4,0
9,6,0.269831,0.147351,All,#4682B4,0
10,6,0.21387,0.155804,All,#4682B4,0
1,7,-0.49659,0.250025,All,#4682B4,0
2,7,-0.494729,0.211102,All,#4682B4,0
3,7,-0.516376,0.227252,All,#4682B4,0
4,7,-0.485857,0.227916,All,#4682B4,0
5,7,-0.471266,0.212678,All,#4682B4,0
6,7,-0.535461,0.207954,All,#4682B4,0
7,7,-0.599927,0.149425,All,#4682B4,0
8,7,-0.398506,0.310977,All,#4682B4,0
9,7,-0.545089,0.195434,All,#4682B4,0
10,7,-0.589328,0.197859,All,#4682B4,0
1,8,0.0598506,0.35017,All,#4682B4,0
2,8,-0.0831144,0.285278,All,#4682B4,0
3,8,-0.0518253,0.31677,All,#4682B4,0
4,8,-0.112007,0.240809,All,#4682B4,0
5,8,-0.00122884,0.378223,All,#4682B4,0
6,8,-0.0109813,0.274497,All,#4682B4,0
7,8,-0.0349124,0.302458,All,#4682B4,0
8,8,-0.173869,0.233926,All,#4682B4,0
9,8,0.0349905,0.353854,All,#4682B4,0
10,8,0.00757809,0.354782,All,#4682B4,0
1,9,0.117149,-0.0670052,All,#4682B4,0
2,9,0.187792,-0.123688,All,#4682B4,0
3,9,0.00823269,-0.0810766,All,#4682B4,0
4,9,0.131415,-0.140142,All,#4682B4,0
5,9,-0.0260228,-0.0785462,All,#4682B4,0
6,9,0.0842797,-0.0922573,All,#4682B4,0
7,9,-0.0341769,-0.205059,All,#4682B4,0
8,9,0.0204836,-0.0570108,All,#4682B4,0
9,9,-0.126099,-0.247582,All,#4682B4,0
10,9,0.0808678,-0.122341,All,#4682B4,0
1,10,-0.00348367,-0.419245,All,#4682B4,0
2,10,-0.0726024,-0.31135,All,#4682B4,0
3,10,0.0191581,-0.39497,All,#4682B4,0
4,10,0.0682296,-0.451075,All,#4682B4,0
5,10,-0.183572,-0.442743,All,#4682B4,0
6,10,0.0701302,-0.45837,All,#4682B4,0
7,10,-0.0401011,-0.505572,All,#4682B4,0
8,10,-0.291216,-0.446246,All,#4682B4,0
9,10,-0.266896,-0.385577,All,#4682B4,0
10,10,0.212275,-0.438621,All,#4682B4,0
1,11,0.248095,0.180214,All,#4682B4,0
2,11,0.00757352,-0.0160122,All,#4682B4,0
3,11,-0.0279135,0.0309151,All,#4682B4,0
4,11,0.0919089,0.0487768,All,#4682B4,0
5,11,-0.125345,-0.0169779,All,#4682B4,0
6,11,0.0662551,0.0667213,All,#4682B4,0
7,11,-0.0275625,-0.0405936,All,#4682B4,0
8,11,-0.189889,-0.0503002,All,#4682B4,0
9,11,0.00738906,0.00789505,All,#4682B4,0
10,11,0.190269,0.107299,All,#4682B4,0
1,12,-0.029544,-0.202734,All,#4682B4,0
2,12,0.0331724,-0.227369,All,#4682B4,0
3,12,-0.0353022,-0.201394,All,#4682B4,0
4,12,0.197249,-0.143615,All,#4682B4,0
5,12,0.0206476,-0.134389,All,#4682B4,0
6,12,0.104454,-0.19175,All,#4682B4,0
7,12,0.0391009,-0.199508,All,#4682B4,0
8,12,0.0410571,-0.146565,All,#4682B4,0
9,12,0.0645567,-0.15357,All,#4682B4,0
10,12,0.112994,-0.152849,All,#4682B4,0
1,13,0.258124,-0.0482231,All,#4682B4,0
2,13,-0.0138526,-0.148428,All,#4682B4,0
3,13,0.0664876,-0.122708,All,#4682B4,0
4,13,0.157238,-0.11479,All,#4682B4,0
5,13,-0.0271352,-0.144637,All,#4682B4,0
6,13,0.248668,-0.0906965,All,#4682B4,0
7,13,-0.0895433,-0.201088,All,#4682B4,0
8,13,0.13648,-0.0554306,All,#4682B4,0
9,13,-0.00476779,-0.203296,All,#4682B4,0
10,13,-0.0781246,-0.164816,All,#4682B4,0
1,14,-0.0054323,0.229056,All,#4682B4,0
2,14,-0.061831,0.234329,All,#4682B4,0
3,14,-0.134613,0.146333,All,#4682B4,0
4,14,0.108995,0.267342,All,#4682B4,0
5,14,-0.15652,0.180136,All,#4682B4,0
6,14,0.251222,0.347087,All,#4682B4,0
7,14,0.00139246,0.217306,All,#4682B4,0
8,14,0.0171031,0.225782,All,#4682B4,0
9,14,0.0614299,0.258671,All,#4682B4,0
10,14,0.251306,0.302915,All,#4682B4,0
